1	248956422	25977976	0
10	133797422	8821987	0
11	135086622	21968190	0
12	133275309	14227284	0
13	114364328	5569278	0
14	107043718	14437428	0
15	101991189	9683804	0
16	90338345	11302941	0
17	83257441	14797892	0
18	80373285	3384591	0
19	58617616	17539471	0
2	242193529	34134222	0
20	64444167	5476095	0
21	46709983	5750125	0
22	50818468	10607962	0
3	198295559	13873274	0
4	190214555	8732180	0
5	181538259	12192604	0
6	170805979	16691468	0
7	159345973	11748931	0
8	145138636	8011975	0
9	138394717	8951828	0
MT	16569	76559661	0
X	156040895	8816564	0
Y	57227415	15425	0
KI270728.1	1872759	1447	0
KI270727.1	448248	573	0
KI270442.1	392061	4124	0
KI270729.1	280839	135	0
GL000225.1	211173	551	0
KI270743.1	210658	455	0
GL000008.2	209709	630	0
GL000009.2	201709	1461	0
KI270747.1	198735	12	0
KI270722.1	194050	143	0
GL000194.1	191469	8634	0
KI270742.1	186739	2545	0
GL000205.2	185591	8319	0
GL000195.1	182896	15385	0
KI270736.1	181920	105	0
KI270733.1	179772	11652984	0
GL000224.1	179693	315	0
GL000219.1	179198	3681	0
KI270719.1	176845	1697	0
GL000216.2	176608	374	0
KI270712.1	176043	905	0
KI270706.1	175055	1857	0
KI270725.1	172810	121	0
KI270744.1	168472	1549	0
KI270734.1	165050	1138	0
GL000213.1	164239	184	0
GL000220.1	161802	9118993	0
KI270715.1	161471	3	0
GL000218.1	161147	1602	0
KI270749.1	158759	100	0
KI270741.1	157432	32	0
GL000221.1	155397	2030	0
KI270716.1	153799	0	0
KI270731.1	150754	365	0
KI270751.1	150742	1487	0
KI270750.1	148850	70	0
KI270519.1	138126	39	0
GL000214.1	137718	886	0
KI270708.1	127682	87	0
KI270730.1	112551	35	0
KI270438.1	112505	122	0
KI270737.1	103838	56	0
KI270721.1	100316	10929	0
KI270738.1	99375	19	0
KI270748.1	93321	147	0
KI270435.1	92983	32	0
GL000208.1	92689	88	0
KI270538.1	91309	13	0
KI270756.1	79590	8	0
KI270739.1	73985	19	0
KI270757.1	71251	8	0
KI270709.1	66860	25	0
KI270746.1	66486	235	0
KI270753.1	62944	16	0
KI270589.1	44474	19	0
KI270726.1	43739	906	0
KI270735.1	42811	38	0
KI270711.1	42210	2386	0
KI270745.1	41891	776	0
KI270714.1	41717	87	0
KI270732.1	41543	30	0
KI270713.1	40745	4047	0
KI270754.1	40191	5	0
KI270710.1	40176	66	0
KI270717.1	40062	167	0
KI270724.1	39555	27	0
KI270720.1	39050	55	0
KI270723.1	38115	24	0
KI270718.1	38054	1045	0
KI270317.1	37690	0	0
KI270740.1	37240	0	0
KI270755.1	36723	54	0
KI270707.1	32032	118	0
KI270579.1	31033	1	0
KI270752.1	27745	12	0
KI270512.1	22689	12	0
KI270322.1	21476	0	0
GL000226.1	15008	0	0
KI270311.1	12399	0	0
KI270366.1	8320	0	0
KI270511.1	8127	0	0
KI270448.1	7992	5	0
KI270521.1	7642	6	0
KI270581.1	7046	0	0
KI270582.1	6504	2	0
KI270515.1	6361	2	0
KI270588.1	6158	4	0
KI270591.1	5796	4	0
KI270522.1	5674	0	0
KI270507.1	5353	1	0
KI270590.1	4685	0	0
KI270584.1	4513	0	0
KI270320.1	4416	0	0
KI270382.1	4215	0	0
KI270468.1	4055	2	0
KI270467.1	3920	19	0
KI270362.1	3530	0	0
KI270517.1	3253	0	0
KI270593.1	3041	0	0
KI270528.1	2983	0	0
KI270587.1	2969	0	0
KI270364.1	2855	0	0
KI270371.1	2805	0	0
KI270333.1	2699	4	0
KI270374.1	2656	0	0
KI270411.1	2646	0	0
KI270414.1	2489	0	0
KI270510.1	2415	0	0
KI270390.1	2387	0	0
KI270375.1	2378	0	0
KI270420.1	2321	1	0
KI270509.1	2318	0	0
KI270315.1	2276	0	0
KI270302.1	2274	0	0
KI270518.1	2186	0	0
KI270530.1	2168	0	0
KI270304.1	2165	0	0
KI270418.1	2145	0	0
KI270424.1	2140	0	0
KI270417.1	2043	0	0
KI270508.1	1951	1	0
KI270303.1	1942	0	0
KI270381.1	1930	0	0
KI270529.1	1899	0	0
KI270425.1	1884	0	0
KI270396.1	1880	0	0
KI270363.1	1803	1	0
KI270386.1	1788	0	0
KI270465.1	1774	0	0
KI270383.1	1750	0	0
KI270384.1	1658	0	0
KI270330.1	1652	24	0
KI270372.1	1650	1	0
KI270548.1	1599	0	0
KI270580.1	1553	2	0
KI270387.1	1537	0	0
KI270391.1	1484	0	0
KI270305.1	1472	0	0
KI270373.1	1451	0	0
KI270422.1	1445	0	0
KI270316.1	1444	0	0
KI270340.1	1428	0	0
KI270338.1	1428	0	0
KI270583.1	1400	0	0
KI270334.1	1368	0	0
KI270429.1	1361	0	0
KI270393.1	1308	0	0
KI270516.1	1300	0	0
KI270389.1	1298	0	0
KI270466.1	1233	0	0
KI270388.1	1216	0	0
KI270544.1	1202	0	0
KI270310.1	1201	0	0
KI270412.1	1179	0	0
KI270395.1	1143	0	0
KI270376.1	1136	0	0
KI270337.1	1121	0	0
KI270335.1	1048	0	0
KI270378.1	1048	0	0
KI270379.1	1045	0	0
KI270329.1	1040	0	0
KI270419.1	1029	0	0
KI270336.1	1026	0	0
KI270312.1	998	0	0
KI270539.1	993	0	0
KI270385.1	990	0	0
KI270423.1	981	0	0
KI270392.1	971	0	0
KI270394.1	970	1	0
*	0	0	11701307
