item_role	local_path	repo_path	bytes	sha256	uploaded_to_github	notes
lightweight_upload_file	I:\shengxinfenxi\bioinformatics-reproduction\projects\pan-gi-ici-ccc-20260709\desktop_exchange\uploads\20260714_prjna932556_srr23490337_full_bamtofastq\bam_header.sam	bioinformatics-reproduction/projects/pan-gi-ici-ccc-20260709/desktop_exchange/uploads/20260714_prjna932556_srr23490337_full_bamtofastq/bam_header.sam	5964	0c68815f7b60c486403a55c3c478c693c0546bc5a0a96ca69361eb649b0ba95a	True	
lightweight_upload_file	I:\shengxinfenxi\bioinformatics-reproduction\projects\pan-gi-ici-ccc-20260709\desktop_exchange\uploads\20260714_prjna932556_srr23490337_full_bamtofastq\bam_idxstats.tsv	bioinformatics-reproduction/projects/pan-gi-ici-ccc-20260709/desktop_exchange/uploads/20260714_prjna932556_srr23490337_full_bamtofastq/bam_idxstats.tsv	4219	d5bad74563586cc137679eed38c5309a518b5d080ef1eb886b77f3f523e10603	True	
lightweight_upload_file	I:\shengxinfenxi\bioinformatics-reproduction\projects\pan-gi-ici-ccc-20260709\desktop_exchange\uploads\20260714_prjna932556_srr23490337_full_bamtofastq\bamtofastq.stderr.txt	bioinformatics-reproduction/projects/pan-gi-ici-ccc-20260709/desktop_exchange/uploads/20260714_prjna932556_srr23490337_full_bamtofastq/bamtofastq.stderr.txt	851	2c2930f76d7ab3b5dc71275e94f6e86bdf3ad8ca26dcc401e003f5674cf1bdb3	True	
lightweight_upload_file	I:\shengxinfenxi\bioinformatics-reproduction\projects\pan-gi-ici-ccc-20260709\desktop_exchange\uploads\20260714_prjna932556_srr23490337_full_bamtofastq\bamtofastq.stdout.txt	bioinformatics-reproduction/projects/pan-gi-ici-ccc-20260709/desktop_exchange/uploads/20260714_prjna932556_srr23490337_full_bamtofastq/bamtofastq.stdout.txt	95	040f03d3d39279560a73d1a22fde8cd87b815c0df83a635af24c028104e5b252	True	
lightweight_upload_file	I:\shengxinfenxi\bioinformatics-reproduction\projects\pan-gi-ici-ccc-20260709\desktop_exchange\uploads\20260714_prjna932556_srr23490337_full_bamtofastq\full.exit_code	bioinformatics-reproduction/projects/pan-gi-ici-ccc-20260709/desktop_exchange/uploads/20260714_prjna932556_srr23490337_full_bamtofastq/full.exit_code	2	9a271f2a916b0b6ee6cecb2426f0b3206ef074578be55d9bc94f6f3fe3ab86aa	True	
lightweight_upload_file	I:\shengxinfenxi\bioinformatics-reproduction\projects\pan-gi-ici-ccc-20260709\desktop_exchange\uploads\20260714_prjna932556_srr23490337_full_bamtofastq\full_bamtofastq_command_log.txt	bioinformatics-reproduction/projects/pan-gi-ici-ccc-20260709/desktop_exchange/uploads/20260714_prjna932556_srr23490337_full_bamtofastq/full_bamtofastq_command_log.txt	1278	442d7d9eb9633b00d71197e66490630278c10dfbba93cd320720b6a05b8f67c1	True	
lightweight_upload_file	I:\shengxinfenxi\bioinformatics-reproduction\projects\pan-gi-ici-ccc-20260709\desktop_exchange\uploads\20260714_prjna932556_srr23490337_full_bamtofastq\full_bamtofastq_disk_audit.tsv	bioinformatics-reproduction/projects/pan-gi-ici-ccc-20260709/desktop_exchange/uploads/20260714_prjna932556_srr23490337_full_bamtofastq/full_bamtofastq_disk_audit.tsv	327	0d68bf5c808ca0e3dce36690215724f93ac83ba948b03a0e15f1d6a4ea22b8b6	True	
lightweight_upload_file	I:\shengxinfenxi\bioinformatics-reproduction\projects\pan-gi-ici-ccc-20260709\desktop_exchange\uploads\20260714_prjna932556_srr23490337_full_bamtofastq\full_bamtofastq_disk_footprint.tsv	bioinformatics-reproduction/projects/pan-gi-ici-ccc-20260709/desktop_exchange/uploads/20260714_prjna932556_srr23490337_full_bamtofastq/full_bamtofastq_disk_footprint.tsv	55199	2be2f718c961f34c69bb49df4ee733ae5b9562ddd143e7818582e77ede43dc17	True	
lightweight_upload_file	I:\shengxinfenxi\bioinformatics-reproduction\projects\pan-gi-ici-ccc-20260709\desktop_exchange\uploads\20260714_prjna932556_srr23490337_full_bamtofastq\full_bamtofastq_fastq_inventory.tsv	bioinformatics-reproduction/projects/pan-gi-ici-ccc-20260709/desktop_exchange/uploads/20260714_prjna932556_srr23490337_full_bamtofastq/full_bamtofastq_fastq_inventory.tsv	101780	bf523fa60565072e80cf6a94c9369df91d823fa6bd26938bf1038bdfa9a44498	True	
lightweight_upload_file	I:\shengxinfenxi\bioinformatics-reproduction\projects\pan-gi-ici-ccc-20260709\desktop_exchange\uploads\20260714_prjna932556_srr23490337_full_bamtofastq\full_bamtofastq_first100_records.tar.gz	bioinformatics-reproduction/projects/pan-gi-ici-ccc-20260709/desktop_exchange/uploads/20260714_prjna932556_srr23490337_full_bamtofastq/full_bamtofastq_first100_records.tar.gz	1849233	bd3f586b8373a2bf724dfbc38840fe2e5158727a298010e09818522238b67ce0	True	
lightweight_upload_file	I:\shengxinfenxi\bioinformatics-reproduction\projects\pan-gi-ici-ccc-20260709\desktop_exchange\uploads\20260714_prjna932556_srr23490337_full_bamtofastq\full_bamtofastq_local_fastq_sha256.tsv	bioinformatics-reproduction/projects/pan-gi-ici-ccc-20260709/desktop_exchange/uploads/20260714_prjna932556_srr23490337_full_bamtofastq/full_bamtofastq_local_fastq_sha256.tsv	102151	85b5f39eb6a5f544b3951d933e0a67d2923d55b7471372635c0a1cc2ae6fdeb0	True	
lightweight_upload_file	I:\shengxinfenxi\bioinformatics-reproduction\projects\pan-gi-ici-ccc-20260709\desktop_exchange\uploads\20260714_prjna932556_srr23490337_full_bamtofastq\full_bamtofastq_pairing_audit.tsv	bioinformatics-reproduction/projects/pan-gi-ici-ccc-20260709/desktop_exchange/uploads/20260714_prjna932556_srr23490337_full_bamtofastq/full_bamtofastq_pairing_audit.tsv	250	3fddd62c5763b1f2acc04ac933aca77a1fb06a84b91a74c751280f562fcb4ecf	True	
lightweight_upload_file	I:\shengxinfenxi\bioinformatics-reproduction\projects\pan-gi-ici-ccc-20260709\desktop_exchange\uploads\20260714_prjna932556_srr23490337_full_bamtofastq\full_bamtofastq_readlength_audit.tsv	bioinformatics-reproduction/projects/pan-gi-ici-ccc-20260709/desktop_exchange/uploads/20260714_prjna932556_srr23490337_full_bamtofastq/full_bamtofastq_readlength_audit.tsv	60393	5cf6cbb5ee37b877ae4a6d616481a2182ef14f75b289768d83322dd0e13c0a27	True	
lightweight_upload_file	I:\shengxinfenxi\bioinformatics-reproduction\projects\pan-gi-ici-ccc-20260709\desktop_exchange\uploads\20260714_prjna932556_srr23490337_full_bamtofastq\full_wrapper.stderr.txt	bioinformatics-reproduction/projects/pan-gi-ici-ccc-20260709/desktop_exchange/uploads/20260714_prjna932556_srr23490337_full_bamtofastq/full_wrapper.stderr.txt	36423	19669521dbdf682b0532ef8cc1d6b2dab0435d974ccbd52c5ef02cad08e1ab1b	True	
lightweight_upload_file	I:\shengxinfenxi\bioinformatics-reproduction\projects\pan-gi-ici-ccc-20260709\desktop_exchange\uploads\20260714_prjna932556_srr23490337_full_bamtofastq\full_wrapper.stdout.txt	bioinformatics-reproduction/projects/pan-gi-ici-ccc-20260709/desktop_exchange/uploads/20260714_prjna932556_srr23490337_full_bamtofastq/full_wrapper.stdout.txt	0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	True	
lightweight_upload_file	I:\shengxinfenxi\bioinformatics-reproduction\projects\pan-gi-ici-ccc-20260709\desktop_exchange\uploads\20260714_prjna932556_srr23490337_full_bamtofastq\full_wrapper_end.txt	bioinformatics-reproduction/projects/pan-gi-ici-ccc-20260709/desktop_exchange/uploads/20260714_prjna932556_srr23490337_full_bamtofastq/full_wrapper_end.txt	26	2616f229af79458263304a5dfd956308057d428b591640a2b976c0be5f9dd38c	True	
lightweight_upload_file	I:\shengxinfenxi\bioinformatics-reproduction\projects\pan-gi-ici-ccc-20260709\desktop_exchange\uploads\20260714_prjna932556_srr23490337_full_bamtofastq\full_wrapper_start.txt	bioinformatics-reproduction/projects/pan-gi-ici-ccc-20260709/desktop_exchange/uploads/20260714_prjna932556_srr23490337_full_bamtofastq/full_wrapper_start.txt	26	502a4535986a3c922afd6c3cf590ca4bb70b12bd3bc29704bbd2c5b449d7727f	True	
lightweight_upload_file	I:\shengxinfenxi\bioinformatics-reproduction\projects\pan-gi-ici-ccc-20260709\desktop_exchange\uploads\20260714_prjna932556_srr23490337_full_bamtofastq\host_copy_verify_stderr.txt	bioinformatics-reproduction/projects/pan-gi-ici-ccc-20260709/desktop_exchange/uploads/20260714_prjna932556_srr23490337_full_bamtofastq/host_copy_verify_stderr.txt	1521	1fb84318ba9a578ad43117f984f64720b52dcf3395a64c0ea597aba99a37790f	True	
lightweight_upload_file	I:\shengxinfenxi\bioinformatics-reproduction\projects\pan-gi-ici-ccc-20260709\desktop_exchange\uploads\20260714_prjna932556_srr23490337_full_bamtofastq\host_copy_verify_stdout.txt	bioinformatics-reproduction/projects/pan-gi-ici-ccc-20260709/desktop_exchange/uploads/20260714_prjna932556_srr23490337_full_bamtofastq/host_copy_verify_stdout.txt	0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	True	
lightweight_upload_file	I:\shengxinfenxi\bioinformatics-reproduction\projects\pan-gi-ici-ccc-20260709\desktop_exchange\uploads\20260714_prjna932556_srr23490337_full_bamtofastq\host_disk_gate_preflight.tsv	bioinformatics-reproduction/projects/pan-gi-ici-ccc-20260709/desktop_exchange/uploads/20260714_prjna932556_srr23490337_full_bamtofastq/host_disk_gate_preflight.tsv	195	77e01c8b3649f5e00ab4a4525ccb98ea7d8545d1e1da30921ae09dd4674a7fc3	True	
lightweight_upload_file	I:\shengxinfenxi\bioinformatics-reproduction\projects\pan-gi-ici-ccc-20260709\desktop_exchange\uploads\20260714_prjna932556_srr23490337_full_bamtofastq\host_fastq_copy_verification.tsv	bioinformatics-reproduction/projects/pan-gi-ici-ccc-20260709/desktop_exchange/uploads/20260714_prjna932556_srr23490337_full_bamtofastq/host_fastq_copy_verification.tsv	238	c1cf6ffc2040a96cc62edc3769604b2119a5f7b66df52caf0d2d980e997a0eb9	True	
lightweight_upload_file	I:\shengxinfenxi\bioinformatics-reproduction\projects\pan-gi-ici-ccc-20260709\desktop_exchange\uploads\20260714_prjna932556_srr23490337_full_bamtofastq\host_fastq_sha256_verification.tsv	bioinformatics-reproduction/projects/pan-gi-ici-ccc-20260709/desktop_exchange/uploads/20260714_prjna932556_srr23490337_full_bamtofastq/host_fastq_sha256_verification.tsv	164128	9a0690953562799390cfe7975c0a0d05fda97d32f848747036293ad5299a2ea3	True	
lightweight_upload_file	I:\shengxinfenxi\bioinformatics-reproduction\projects\pan-gi-ici-ccc-20260709\desktop_exchange\uploads\20260714_prjna932556_srr23490337_full_bamtofastq\input_bam_bai_reverification.tsv	bioinformatics-reproduction/projects/pan-gi-ici-ccc-20260709/desktop_exchange/uploads/20260714_prjna932556_srr23490337_full_bamtofastq/input_bam_bai_reverification.tsv	791	65a4098f48f8e0c2c89882c8307156d6879a4be23b11a5a093df747111bbba6e	True	
lightweight_upload_file	I:\shengxinfenxi\bioinformatics-reproduction\projects\pan-gi-ici-ccc-20260709\desktop_exchange\uploads\20260714_prjna932556_srr23490337_full_bamtofastq\runtime_linux_audit.txt	bioinformatics-reproduction/projects/pan-gi-ici-ccc-20260709/desktop_exchange/uploads/20260714_prjna932556_srr23490337_full_bamtofastq/runtime_linux_audit.txt	4927	5fa08d22dcedd2fcc753013bb6a79f16fe92a31b697d843c76181acb7b6103a2	True	
lightweight_upload_file	I:\shengxinfenxi\bioinformatics-reproduction\projects\pan-gi-ici-ccc-20260709\desktop_exchange\uploads\20260714_prjna932556_srr23490337_full_bamtofastq\runtime_tool_audit.txt	bioinformatics-reproduction/projects/pan-gi-ici-ccc-20260709/desktop_exchange/uploads/20260714_prjna932556_srr23490337_full_bamtofastq/runtime_tool_audit.txt	1772	ef9728d209b6505f1d0d7c32d74f34cf7abc64564f997ec7992060d3b23ec335	True	
lightweight_upload_file	I:\shengxinfenxi\bioinformatics-reproduction\projects\pan-gi-ici-ccc-20260709\desktop_exchange\uploads\20260714_prjna932556_srr23490337_full_bamtofastq\samtools_quickcheck.stderr.txt	bioinformatics-reproduction/projects/pan-gi-ici-ccc-20260709/desktop_exchange/uploads/20260714_prjna932556_srr23490337_full_bamtofastq/samtools_quickcheck.stderr.txt	0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	True	
lightweight_upload_file	I:\shengxinfenxi\bioinformatics-reproduction\projects\pan-gi-ici-ccc-20260709\desktop_exchange\uploads\20260714_prjna932556_srr23490337_full_bamtofastq\samtools_quickcheck.stdout.txt	bioinformatics-reproduction/projects/pan-gi-ici-ccc-20260709/desktop_exchange/uploads/20260714_prjna932556_srr23490337_full_bamtofastq/samtools_quickcheck.stdout.txt	0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	True	
lightweight_upload_file	I:\shengxinfenxi\bioinformatics-reproduction\projects\pan-gi-ici-ccc-20260709\desktop_exchange\uploads\20260714_prjna932556_srr23490337_full_bamtofastq\scp_fastq_stderr.txt	bioinformatics-reproduction/projects/pan-gi-ici-ccc-20260709/desktop_exchange/uploads/20260714_prjna932556_srr23490337_full_bamtofastq/scp_fastq_stderr.txt	0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	True	
lightweight_upload_file	I:\shengxinfenxi\bioinformatics-reproduction\projects\pan-gi-ici-ccc-20260709\desktop_exchange\uploads\20260714_prjna932556_srr23490337_full_bamtofastq\scp_fastq_stdout.txt	bioinformatics-reproduction/projects/pan-gi-ici-ccc-20260709/desktop_exchange/uploads/20260714_prjna932556_srr23490337_full_bamtofastq/scp_fastq_stdout.txt	0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	True	
lightweight_upload_file	I:\shengxinfenxi\bioinformatics-reproduction\projects\pan-gi-ici-ccc-20260709\desktop_exchange\uploads\20260714_prjna932556_srr23490337_full_bamtofastq\STATUS.md	bioinformatics-reproduction/projects/pan-gi-ici-ccc-20260709/desktop_exchange/uploads/20260714_prjna932556_srr23490337_full_bamtofastq/STATUS.md	1586	1e487f718d1a1ae4803958cdab4df7ddb93bd8063b60d4de56c18257e1dd5a18	True	
repo_context_file	I:\shengxinfenxi\bioinformatics-reproduction\projects\pan-gi-ici-ccc-20260709\desktop_exchange\20260714_prjna932556_srr23490337_full_bamtofastq_request.md	bioinformatics-reproduction/projects/pan-gi-ici-ccc-20260709/desktop_exchange/20260714_prjna932556_srr23490337_full_bamtofastq_request.md	4606	adc9c088a60dad5835ac4af4e912193496d8fcb483fc1362453d59143750f814	True	
repo_context_file	I:\shengxinfenxi\bioinformatics-reproduction\projects\pan-gi-ici-ccc-20260709\desktop_exchange\20260714_prjna932556_srr23490337_full_bamtofastq_manifest.tsv	bioinformatics-reproduction/projects/pan-gi-ici-ccc-20260709/desktop_exchange/20260714_prjna932556_srr23490337_full_bamtofastq_manifest.tsv	968	d65516a376f1ba3cdcdd63b8020f2a38c73246190853aee9261c3af6d5ac6ec3	True	
repo_context_file	I:\shengxinfenxi\bioinformatics-reproduction\projects\pan-gi-ici-ccc-20260709\desktop_exchange\STATUS.md	bioinformatics-reproduction/projects/pan-gi-ici-ccc-20260709/desktop_exchange/STATUS.md	1948	64af725f7bcaa4910e04ef4c2b5cab1c2cddb8820d0ffc248e0faf77d885b7bd	True	
