integration_feature	anchor_feature	integrated_correction_feature
FOXS1	TRUE	TRUE
ELN	TRUE	TRUE
LY6H	TRUE	TRUE
HSD11B1	TRUE	TRUE
LINC01235	TRUE	TRUE
RCAN2	TRUE	TRUE
GUCY1A1	TRUE	TRUE
ISG20	TRUE	TRUE
CD8B	TRUE	TRUE
CD22	TRUE	TRUE
THSD7A	TRUE	TRUE
RAI14	TRUE	TRUE
CD24	TRUE	TRUE
LGALS2	TRUE	TRUE
CLDN23	TRUE	TRUE
CP	TRUE	TRUE
CXorf36	TRUE	TRUE
FOLR2	TRUE	TRUE
SCT	TRUE	TRUE
SCG3	TRUE	TRUE
NRP2	TRUE	TRUE
TNFSF13B	TRUE	TRUE
CLEC7A	TRUE	TRUE
DLC1	TRUE	TRUE
FCGR2B	TRUE	TRUE
PTPRB	TRUE	TRUE
CYTOR	TRUE	TRUE
MYCT1	TRUE	TRUE
LOX	TRUE	TRUE
HMGCS2	TRUE	TRUE
CD320	TRUE	TRUE
H2AFZ	TRUE	TRUE
CDH11	TRUE	TRUE
DNAJB1	TRUE	TRUE
IFI44L	TRUE	TRUE
JAML	TRUE	TRUE
HLA-DMA	TRUE	TRUE
POU2AF1	TRUE	TRUE
C5AR1	TRUE	TRUE
EDNRA	TRUE	TRUE
FGFBP1	TRUE	TRUE
CADM3	TRUE	TRUE
CES1	TRUE	TRUE
EPAS1	TRUE	TRUE
PAPPA	TRUE	TRUE
P2RY13	TRUE	TRUE
FCRL5	TRUE	TRUE
TSPAN8	TRUE	TRUE
CLDN3	TRUE	TRUE
PODN	TRUE	TRUE
EPCAM	TRUE	TRUE
CDCA7	TRUE	TRUE
CCR7	TRUE	TRUE
SLC20A1	TRUE	TRUE
KCNE4	TRUE	TRUE
TMEM176B	TRUE	TRUE
FAM3D	TRUE	TRUE
CCNA2	TRUE	TRUE
GIMAP4	TRUE	TRUE
VAMP5	TRUE	TRUE
LRRC26	TRUE	TRUE
MAP3K20	TRUE	TRUE
CX3CL1	TRUE	TRUE
CD59	TRUE	TRUE
C1orf162	TRUE	TRUE
IFI30	TRUE	TRUE
LAG3	TRUE	TRUE
LCN6	TRUE	TRUE
RSPO3	TRUE	TRUE
IRF8	TRUE	TRUE
C11orf86	TRUE	TRUE
HRCT1	TRUE	TRUE
CDKN1A	TRUE	TRUE
ICAM2	TRUE	TRUE
CADPS	TRUE	TRUE
UBE2S	TRUE	TRUE
C4BPA	TRUE	TRUE
SCG2	TRUE	TRUE
SLC7A2	TRUE	TRUE
CD1B	TRUE	TRUE
SH2D7	TRUE	TRUE
ZNF385D	TRUE	TRUE
ZEB2	TRUE	TRUE
SPI1	TRUE	TRUE
ADAMTS2	TRUE	TRUE
CSPG4	TRUE	TRUE
TREM1	TRUE	TRUE
SERPINA9	TRUE	TRUE
IL10	TRUE	TRUE
GRASP	TRUE	TRUE
FIBIN	TRUE	TRUE
AL133325.3	TRUE	TRUE
STEAP4	TRUE	TRUE
PSAP	TRUE	TRUE
HSD3B2	TRUE	TRUE
BATF	TRUE	TRUE
GFPT2	TRUE	TRUE
SLC38A11	TRUE	TRUE
RFLNB	TRUE	TRUE
CD38	TRUE	TRUE
RGS3	TRUE	TRUE
PDZK1IP1	TRUE	TRUE
IL1A	TRUE	TRUE
CENPM	TRUE	TRUE
CRTAM	TRUE	TRUE
HMGN2	TRUE	TRUE
FMO3	TRUE	TRUE
CAPG	TRUE	TRUE
TWIST1	TRUE	TRUE
CD3G	TRUE	TRUE
CERCAM	TRUE	TRUE
MRVI1	TRUE	TRUE
S100A6	TRUE	TRUE
ANTXR1	TRUE	TRUE
GPR84	TRUE	TRUE
WARS	TRUE	TRUE
MSN	TRUE	TRUE
RBP5	TRUE	TRUE
PTGS1	TRUE	TRUE
LINC01480	TRUE	TRUE
CCR10	TRUE	TRUE
SERPINB5	TRUE	TRUE
EFEMP2	TRUE	FALSE
LCN15	TRUE	FALSE
CHN1	TRUE	FALSE
EVL	TRUE	FALSE
ARC	TRUE	FALSE
FAM198B	TRUE	FALSE
KRT7	TRUE	FALSE
TMEM88	TRUE	FALSE
PLK1	TRUE	FALSE
PKIB	TRUE	FALSE
ITIH5	TRUE	FALSE
ADAM12	TRUE	FALSE
PLA1A	TRUE	FALSE
IFIT1	TRUE	FALSE
AL365226.2	TRUE	FALSE
RGMB	TRUE	FALSE
TNFRSF12A	TRUE	FALSE
SERPINI1	TRUE	FALSE
ALKAL2	TRUE	FALSE
CEMIP	TRUE	FALSE
SOX7	TRUE	FALSE
ADAMTS6	TRUE	FALSE
CCNYL1	TRUE	FALSE
ZFP36	TRUE	FALSE
NCCRP1	TRUE	FALSE
ETHE1	TRUE	FALSE
TUBB2B	TRUE	FALSE
CLEC3B	TRUE	FALSE
DLGAP5	TRUE	FALSE
TUBA1B	TRUE	FALSE
SAMSN1	TRUE	FALSE
GEM	TRUE	FALSE
IGFL2	TRUE	FALSE
TGFBR3	TRUE	FALSE
AKR1B10	TRUE	FALSE
PTPRR	TRUE	FALSE
ENHO	TRUE	FALSE
LCP1	TRUE	FALSE
UBD	TRUE	FALSE
CD53	TRUE	FALSE
CCL13	TRUE	FALSE
EMID1	TRUE	FALSE
TGFB1I1	TRUE	FALSE
IL32	TRUE	FALSE
MEP1A	TRUE	FALSE
IGHE	TRUE	FALSE
HIST1H1B	TRUE	FALSE
SLC6A8	TRUE	FALSE
SEC11C	TRUE	FALSE
LAMC1	TRUE	FALSE
RAMP1	TRUE	FALSE
HBEGF	TRUE	FALSE
SMIM25	TRUE	FALSE
CLDN2	TRUE	FALSE
ISL1	TRUE	FALSE
LMO7	TRUE	FALSE
OMD	TRUE	FALSE
ERRFI1	TRUE	FALSE
HRASLS2	TRUE	FALSE
FOXC1	TRUE	FALSE
PAMR1	TRUE	FALSE
NES	TRUE	FALSE
C10orf99	TRUE	FALSE
C1orf54	TRUE	FALSE
NEAT1	TRUE	FALSE
EGLN3	TRUE	FALSE
TM4SF20	TRUE	FALSE
CLDN11	TRUE	FALSE
BACH2	TRUE	FALSE
ABCC9	TRUE	FALSE
NEXN	TRUE	FALSE
MISP	TRUE	FALSE
TLL1	TRUE	FALSE
CLIC3	TRUE	FALSE
ICOS	TRUE	FALSE
MME	TRUE	FALSE
PLS1	TRUE	FALSE
TMPRSS2	TRUE	FALSE
FABP2	TRUE	FALSE
CITED2	TRUE	FALSE
GGT5	TRUE	FALSE
AQP9	TRUE	FALSE
CD27	TRUE	FALSE
PTP4A3	TRUE	FALSE
FBP1	TRUE	FALSE
HSD11B2	TRUE	FALSE
LPL	TRUE	FALSE
EGR3	TRUE	FALSE
CDCA3	TRUE	FALSE
CRABP2	TRUE	FALSE
MEF2C	TRUE	FALSE
BST2	TRUE	FALSE
MMP23B	TRUE	FALSE
ADAMTS16	TRUE	FALSE
HSD17B2	TRUE	FALSE
HSPB1	TRUE	FALSE
SYNPO	TRUE	FALSE
STAB1	TRUE	FALSE
PLD4	TRUE	FALSE
FOXC2	TRUE	FALSE
VEGFC	TRUE	FALSE
NEK2	TRUE	FALSE
HIST1H1C	TRUE	FALSE
ROBO4	TRUE	FALSE
PMCH	TRUE	FALSE
NCOA7	TRUE	FALSE
RASA4	TRUE	FALSE
AP000692.2	TRUE	FALSE
EGR2	TRUE	FALSE
TIE1	TRUE	FALSE
LRRN4CL	TRUE	FALSE
FAP	TRUE	FALSE
BCAM	TRUE	FALSE
HLA-DMB	TRUE	FALSE
HHEX	TRUE	FALSE
BTG2	TRUE	FALSE
SMIM22	TRUE	FALSE
CTSH	TRUE	FALSE
RARRES1	TRUE	FALSE
TIGIT	TRUE	FALSE
NR2F2	TRUE	FALSE
C6orf222	TRUE	FALSE
ADAP2	TRUE	FALSE
AVPR1A	TRUE	FALSE
LGR5	TRUE	FALSE
ECM1	TRUE	FALSE
GAS7	TRUE	FALSE
GIMAP7	TRUE	FALSE
KCNK12	TRUE	FALSE
CD86	TRUE	FALSE
CCDC88A	TRUE	FALSE
NPC2	TRUE	FALSE
PRPH	TRUE	FALSE
PHACTR1	TRUE	FALSE
LINC01943	TRUE	FALSE
BANK1	TRUE	FALSE
POU2F2	TRUE	FALSE
LINC01871	TRUE	FALSE
ETNK1	TRUE	FALSE
GAL	TRUE	FALSE
PLCXD3	TRUE	FALSE
SLC30A10	TRUE	FALSE
ASS1	TRUE	FALSE
CD37	TRUE	FALSE
EDNRB	TRUE	FALSE
KLRF1	TRUE	FALSE
ANK2	TRUE	FALSE
MUC1	TRUE	FALSE
GMFG	TRUE	FALSE
SLC29A4	TRUE	FALSE
FGF2	TRUE	FALSE
PMEPA1	TRUE	FALSE
MUC4	TRUE	FALSE
HIST1H2BJ	TRUE	FALSE
AKR1C1	TRUE	FALSE
MEDAG	TRUE	FALSE
NDRG1	TRUE	FALSE
CLEC12A	TRUE	FALSE
RASIP1	TRUE	FALSE
PDLIM4	TRUE	FALSE
CEBPB	TRUE	FALSE
DEPDC1	TRUE	FALSE
S1PR3	TRUE	FALSE
TPSG1	TRUE	FALSE
ARX	TRUE	FALSE
LHFPL6	TRUE	FALSE
ALPL	TRUE	FALSE
GATA2	TRUE	FALSE
NRGN	TRUE	FALSE
ANGPTL4	TRUE	FALSE
ITGAX	TRUE	FALSE
LSP1	TRUE	FALSE
ABCC8	TRUE	FALSE
KLK12	TRUE	FALSE
ANXA13	TRUE	FALSE
ENTPD1	TRUE	FALSE
MCEMP1	TRUE	FALSE
C2orf88	TRUE	FALSE
PAM	TRUE	FALSE
BEX1	TRUE	FALSE
CDA	TRUE	FALSE
ALOX5	TRUE	FALSE
CD3E	TRUE	FALSE
SLC6A14	TRUE	FALSE
FILIP1	TRUE	FALSE
FFAR4	TRUE	FALSE
GUCY1A2	TRUE	FALSE
BATF3	TRUE	FALSE
GNAI2	TRUE	FALSE
ELF3	TRUE	FALSE
SEPT4	TRUE	FALSE
DSTN	TRUE	FALSE
PLOD2	TRUE	FALSE
PDK4	TRUE	FALSE
BMP4	TRUE	FALSE
BMP2	TRUE	FALSE
HIST1H2BH	TRUE	FALSE
NEURL1	TRUE	FALSE
TBX2-AS1	TRUE	FALSE
CLEC2B	TRUE	FALSE
TSPAN4	TRUE	FALSE
SNAI2	TRUE	FALSE
MFAP2	TRUE	FALSE
CD81	TRUE	FALSE
RNASE6	TRUE	FALSE
KNL1	TRUE	FALSE
CD200	TRUE	FALSE
PLCB1	TRUE	FALSE
CRIM1	TRUE	FALSE
OTOP3	TRUE	FALSE
AL031777.3	TRUE	FALSE
SCD	TRUE	FALSE
LRRC25	TRUE	FALSE
SRI	TRUE	FALSE
CDH6	TRUE	FALSE
FSIP2	TRUE	FALSE
PRSS3	TRUE	FALSE
NR2F1	TRUE	FALSE
ADAMTS8	TRUE	FALSE
RCN3	TRUE	FALSE
MSRB3	TRUE	FALSE
LINC00668	TRUE	FALSE
UCP2	TRUE	FALSE
RTN1	TRUE	FALSE
HIGD1B	TRUE	FALSE
LILRB5	TRUE	FALSE
MS4A8	TRUE	FALSE
LINC01781	TRUE	FALSE
RBPMS2	TRUE	FALSE
RNASE2	TRUE	FALSE
CHI3L2	TRUE	FALSE
AOX1	TRUE	FALSE
ALDH1A3	TRUE	FALSE
PRDM1	TRUE	FALSE
DPYSL3	TRUE	FALSE
AQP3	TRUE	FALSE
SORBS2	TRUE	FALSE
FOLH1	TRUE	FALSE
F13A1	TRUE	FALSE
GBP4	TRUE	FALSE
MGST1	TRUE	FALSE
PITX1	TRUE	FALSE
HSPA1B	TRUE	FALSE
GPC6	TRUE	FALSE
RBP1	TRUE	FALSE
COL17A1	TRUE	FALSE
LILRA5	TRUE	FALSE
HMCN2	TRUE	FALSE
PDGFA	TRUE	FALSE
EAF2	TRUE	FALSE
DYSF	TRUE	FALSE
PREX2	TRUE	FALSE
KCNJ8	TRUE	FALSE
SMIM5	TRUE	FALSE
MUC5B	TRUE	FALSE
RDX	TRUE	FALSE
PCDH7	TRUE	FALSE
ADAMTS18	TRUE	FALSE
FCRL4	TRUE	FALSE
KYNU	TRUE	FALSE
WNT2	TRUE	FALSE
NID1	TRUE	FALSE
AOC1	TRUE	FALSE
NCF1	TRUE	FALSE
LIF	TRUE	FALSE
DPEP1	TRUE	FALSE
LILRB2	TRUE	FALSE
HIGD1A	TRUE	FALSE
CCL15	TRUE	FALSE
MAD2L1	TRUE	FALSE
SSTR2	TRUE	FALSE
HMGCS1	TRUE	FALSE
NPW	TRUE	FALSE
RFX6	TRUE	FALSE
HELLS	TRUE	FALSE
RAB3B	TRUE	FALSE
RASSF4	TRUE	FALSE
CREB5	TRUE	FALSE
GPA33	TRUE	FALSE
HMGA1	TRUE	FALSE
KRT86	TRUE	FALSE
MMP19	TRUE	FALSE
LIMCH1	TRUE	FALSE
SLC15A1	TRUE	FALSE
FCRLA	TRUE	FALSE
TMEM119	TRUE	FALSE
LDB3	TRUE	FALSE
DSG2	TRUE	FALSE
EGFLAM	TRUE	FALSE
MEOX1	TRUE	FALSE
MIR222HG	TRUE	FALSE
CKS1B	TRUE	FALSE
CSF2RA	TRUE	FALSE
FENDRR	TRUE	FALSE
MYBL1	TRUE	FALSE
TMTC1	TRUE	FALSE
DISP2	TRUE	FALSE
COX7A1	TRUE	FALSE
NUPR1	TRUE	FALSE
IL1R2	TRUE	FALSE
PAX5	TRUE	FALSE
JCAD	TRUE	FALSE
LILRB4	TRUE	FALSE
BCAS4	TRUE	FALSE
CENPA	TRUE	FALSE
HCST	TRUE	FALSE
MAF	TRUE	FALSE
AC023157.3	TRUE	FALSE
JUNB	TRUE	FALSE
TMEM255B	TRUE	FALSE
SGIP1	TRUE	FALSE
CDT1	TRUE	FALSE
LY6E	TRUE	FALSE
RPL22L1	TRUE	FALSE
EHD2	TRUE	FALSE
ODC1	TRUE	FALSE
LAIR1	TRUE	FALSE
CLEC4A	TRUE	FALSE
CLMP	TRUE	FALSE
KRT81	TRUE	FALSE
VNN1	TRUE	FALSE
CDHR5	TRUE	FALSE
CSF2RB	TRUE	FALSE
NMU	TRUE	FALSE
CEBPD	TRUE	FALSE
FJX1	TRUE	FALSE
PMAIP1	TRUE	FALSE
FNDC1	TRUE	FALSE
PRDX4	TRUE	FALSE
ASF1B	TRUE	FALSE
SSPN	TRUE	FALSE
C5AR2	TRUE	FALSE
AKR1C3	TRUE	FALSE
HSPA5	TRUE	FALSE
TUBB4B	TRUE	FALSE
TSPAN2	TRUE	FALSE
NTN4	TRUE	FALSE
TST	TRUE	FALSE
OLFM1	TRUE	FALSE
GPR20	TRUE	FALSE
CLEC9A	TRUE	FALSE
NCAPG	TRUE	FALSE
TRPM6	TRUE	FALSE
LY86	TRUE	FALSE
TRPA1	TRUE	FALSE
TNFSF11	TRUE	FALSE
HSPH1	TRUE	FALSE
FCER2	TRUE	FALSE
FAM43A	TRUE	FALSE
FST	TRUE	FALSE
SLC51A	TRUE	FALSE
CD40	TRUE	FALSE
AGR3	TRUE	FALSE
TNFRSF13C	TRUE	FALSE
ICAM4	TRUE	FALSE
S100A3	TRUE	FALSE
TACC3	TRUE	FALSE
HIST1H2BN	TRUE	FALSE
RAB26	TRUE	FALSE
SLC17A4	TRUE	FALSE
GADD45G	TRUE	FALSE
TSHZ2	TRUE	FALSE
LRRC17	TRUE	FALSE
ISYNA1	TRUE	FALSE
DUSP4	TRUE	FALSE
ZWINT	TRUE	FALSE
GPR34	TRUE	FALSE
GNG13	TRUE	FALSE
KIF23	TRUE	FALSE
TBX1	TRUE	FALSE
COL27A1	TRUE	FALSE
LINC01559	TRUE	FALSE
KIF20B	TRUE	FALSE
ARL14	TRUE	FALSE
INSIG1	TRUE	FALSE
ERG	TRUE	FALSE
PILRA	TRUE	FALSE
DCLK1	TRUE	FALSE
SHANK3	TRUE	FALSE
KIF14	TRUE	FALSE
LINC01133	TRUE	FALSE
CES2	TRUE	FALSE
PPP1R15A	TRUE	FALSE
CSF3R	TRUE	FALSE
LCK	TRUE	FALSE
GYPC	TRUE	FALSE
TP53INP1	TRUE	FALSE
CD209	TRUE	FALSE
MRGPRF	TRUE	FALSE
KIR2DL4	TRUE	FALSE
PPP1R1B	TRUE	FALSE
DLL4	TRUE	FALSE
CXCR6	TRUE	FALSE
VASN	TRUE	FALSE
HSPA2	TRUE	FALSE
CLEC11A	TRUE	FALSE
DACT3	TRUE	FALSE
NTM	TRUE	FALSE
KCNMA1	TRUE	FALSE
LHX6	TRUE	FALSE
DMKN	TRUE	FALSE
LTBP1	TRUE	FALSE
C3AR1	TRUE	FALSE
GUCY1B1	TRUE	FALSE
APCDD1	TRUE	FALSE
BCL6	TRUE	FALSE
DEFB1	TRUE	FALSE
POU3F1	TRUE	FALSE
LINC01013	TRUE	FALSE
CTNNAL1	TRUE	FALSE
MYC	TRUE	FALSE
KIAA1324	TRUE	FALSE
ELK3	TRUE	FALSE
ADCY4	TRUE	FALSE
FGR	TRUE	FALSE
FHL5	TRUE	FALSE
ORC6	TRUE	FALSE
UCHL1	TRUE	FALSE
MARCH1	TRUE	FALSE
EBF1	TRUE	FALSE
CYP26B1	TRUE	FALSE
CADM3-AS1	TRUE	FALSE
CEP55	TRUE	FALSE
SOX9	TRUE	FALSE
H2AFX	TRUE	FALSE
FAM3B	TRUE	FALSE
COLEC12	TRUE	FALSE
MUC17	TRUE	FALSE
HAS2	TRUE	FALSE
TMEM233	TRUE	FALSE
TNFSF10	TRUE	FALSE
SLC7A11	TRUE	FALSE
CYBRD1	TRUE	FALSE
ARL4C	TRUE	FALSE
SLAMF7	TRUE	FALSE
FOXP3	TRUE	FALSE
SAMD11	TRUE	FALSE
TSPAN11	TRUE	FALSE
AKR1B1	TRUE	FALSE
NUF2	TRUE	FALSE
DUT	TRUE	FALSE
RGS4	TRUE	FALSE
CENPW	TRUE	FALSE
AGPAT2	TRUE	FALSE
SPDEF	TRUE	FALSE
ADM5	TRUE	FALSE
LIMD2	TRUE	FALSE
C19orf33	TRUE	FALSE
MTHFD2	TRUE	FALSE
CAMK2N1	TRUE	FALSE
CSDC2	TRUE	FALSE
FEZ1	TRUE	FALSE
CITED4	TRUE	FALSE
MEIS1	TRUE	FALSE
P2RY14	TRUE	FALSE
NAMPT	TRUE	FALSE
SLAMF8	TRUE	FALSE
ECM2	TRUE	FALSE
HHLA2	TRUE	FALSE
TACSTD2	TRUE	FALSE
RARRES3	TRUE	FALSE
CD19	TRUE	FALSE
RBP4	TRUE	FALSE
SLC7A7	TRUE	FALSE
TEK	TRUE	FALSE
FEN1	TRUE	FALSE
TMIGD2	TRUE	FALSE
DSC2	TRUE	FALSE
CX3CR1	TRUE	FALSE
ITGA7	TRUE	FALSE
FHL2	TRUE	FALSE
LINGO1	TRUE	FALSE
CLIC4	TRUE	FALSE
CNN3	TRUE	FALSE
GNG4	TRUE	FALSE
MAL2	TRUE	FALSE
TUBA1C	TRUE	FALSE
BRCA1	TRUE	FALSE
MEOX2	TRUE	FALSE
P2RX5	TRUE	FALSE
XDH	TRUE	FALSE
C12orf75	TRUE	FALSE
RBMS1	TRUE	FALSE
SMPDL3A	TRUE	FALSE
EFNA1	TRUE	FALSE
CCR1	TRUE	FALSE
MKL2	TRUE	FALSE
RFTN1	TRUE	FALSE
EPHB3	TRUE	FALSE
MYOCD	TRUE	FALSE
ADRA2A	TRUE	FALSE
TMEM238	TRUE	FALSE
ANXA2	TRUE	FALSE
GPX8	TRUE	FALSE
B3GNT6	TRUE	FALSE
LINC02362	TRUE	FALSE
AURKA	TRUE	FALSE
ATP1B1	TRUE	FALSE
INHBB	TRUE	FALSE
TMEM204	TRUE	FALSE
RUNX1T1	TRUE	FALSE
CADM1	TRUE	FALSE
F2R	TRUE	FALSE
NFASC	TRUE	FALSE
ANKRD37	TRUE	FALSE
KLK11	TRUE	FALSE
SPOCK2	TRUE	FALSE
FERMT2	TRUE	FALSE
STMN2	TRUE	FALSE
NKX2-3	TRUE	FALSE
SPC25	TRUE	FALSE
TNS1	TRUE	FALSE
SCIN	TRUE	FALSE
LZTS1	TRUE	FALSE
OLFML2A	TRUE	FALSE
CPXM1	TRUE	FALSE
DNAJB9	TRUE	FALSE
PLK2	TRUE	FALSE
ABCB1	TRUE	FALSE
AL359220.1	TRUE	FALSE
TDP2	TRUE	FALSE
PLD3	TRUE	FALSE
CDHR2	TRUE	FALSE
PPP1R14D	TRUE	FALSE
GJC1	TRUE	FALSE
PHGDH	TRUE	FALSE
SLC6A19	TRUE	FALSE
IL6ST	TRUE	FALSE
IFITM2	TRUE	FALSE
GIMAP1	TRUE	FALSE
SAMD9	TRUE	FALSE
CYP3A5	TRUE	FALSE
FXYD6	TRUE	FALSE
ADA2	TRUE	FALSE
KCNA5	TRUE	FALSE
ATP1A2	TRUE	FALSE
IER2	TRUE	FALSE
SLC28A2	TRUE	FALSE
DDC	TRUE	FALSE
HTR3E	TRUE	FALSE
OASL	TRUE	FALSE
CD40LG	TRUE	FALSE
PLIN2	TRUE	FALSE
FOXF1	TRUE	FALSE
LAIR2	TRUE	FALSE
HES5	TRUE	FALSE
RNF186	TRUE	FALSE
SPINK2	TRUE	FALSE
PCDH12	TRUE	FALSE
ITGA11	TRUE	FALSE
DHFR	TRUE	FALSE
RIMBP2	TRUE	FALSE
TTN	TRUE	FALSE
TMEM176A	TRUE	FALSE
FAM13C	TRUE	FALSE
HOXD8	TRUE	FALSE
ARHGAP11A	TRUE	FALSE
HEYL	TRUE	FALSE
JPT1	TRUE	FALSE
ANLN	TRUE	FALSE
ZNF80	TRUE	FALSE
TROAP	TRUE	FALSE
COL2A1	TRUE	FALSE
RUNX3	TRUE	FALSE
PSAT1	TRUE	FALSE
ITGA1	TRUE	FALSE
LAMP5	TRUE	FALSE
SLC4A4	TRUE	FALSE
SELL	TRUE	FALSE
CLDN7	TRUE	FALSE
VSIG2	TRUE	FALSE
SAMHD1	TRUE	FALSE
LCP2	TRUE	FALSE
MIR503HG	TRUE	FALSE
PRR16	TRUE	FALSE
SULT1B1	TRUE	FALSE
SDC4	TRUE	FALSE
PCAT19	TRUE	FALSE
PTMS	TRUE	FALSE
MATN2	TRUE	FALSE
GADD45A	TRUE	FALSE
EML6	TRUE	FALSE
ITM2C	TRUE	FALSE
TSC22D1	TRUE	FALSE
TP53INP2	TRUE	FALSE
PTGDR	TRUE	FALSE
KIF2C	TRUE	FALSE
NEGR1	TRUE	FALSE
ADGRE2	TRUE	FALSE
ABCG2	TRUE	FALSE
B4GALNT4	TRUE	FALSE
IL2RB	TRUE	FALSE
MIR4435-2HG	TRUE	FALSE
GLUL	TRUE	FALSE
RHOC	TRUE	FALSE
AOC3	TRUE	FALSE
RHOJ	TRUE	FALSE
SPAG4	TRUE	FALSE
SERPINB9	TRUE	FALSE
DDR2	TRUE	FALSE
GPIHBP1	TRUE	FALSE
KIF19	TRUE	FALSE
GDPD3	TRUE	FALSE
NXPE4	TRUE	FALSE
HK2	TRUE	FALSE
VGLL3	TRUE	FALSE
SNAI1	TRUE	FALSE
SPNS2	TRUE	FALSE
KCNMB1	TRUE	FALSE
CHRDL1	TRUE	FALSE
FAM155A	TRUE	FALSE
NOS3	TRUE	FALSE
GBP5	TRUE	FALSE
WISP1	TRUE	FALSE
MCM7	TRUE	FALSE
CDH17	TRUE	FALSE
PBK	TRUE	FALSE
HJURP	TRUE	FALSE
MCM3	TRUE	FALSE
C2orf54	TRUE	FALSE
PALLD	TRUE	FALSE
DOC2B	TRUE	FALSE
LINC01857	TRUE	FALSE
EPHA2	TRUE	FALSE
PTHLH	TRUE	FALSE
FAM69B	TRUE	FALSE
HES1	TRUE	FALSE
B3GNT7	TRUE	FALSE
HSP90B1	TRUE	FALSE
CPM	TRUE	FALSE
LTBP2	TRUE	FALSE
CCND1	TRUE	FALSE
CDX1	TRUE	FALSE
PTGIR	TRUE	FALSE
ZNF683	TRUE	FALSE
CASC15	TRUE	FALSE
EDIL3	TRUE	FALSE
RASL12	TRUE	FALSE
FRMD1	TRUE	FALSE
AP1S2	TRUE	FALSE
PCDH9	TRUE	FALSE
LAMA5	TRUE	FALSE
FOXA2	TRUE	FALSE
GLIPR1	TRUE	FALSE
ZNF521	TRUE	FALSE
CD4	TRUE	FALSE
NPTX2	TRUE	FALSE
CCDC85B	TRUE	FALSE
CGN	TRUE	FALSE
SGO2	TRUE	FALSE
LAMB3	TRUE	FALSE
PIK3R3	TRUE	FALSE
MYO15B	TRUE	FALSE
PRDX5	TRUE	FALSE
SGCA	TRUE	FALSE
LILRB3	TRUE	FALSE
LY96	TRUE	FALSE
SBSPON	TRUE	FALSE
MCTP1	TRUE	FALSE
KCNQ1OT1	TRUE	FALSE
PDCD1	TRUE	FALSE
FAM111B	TRUE	FALSE
ARL6IP1	TRUE	FALSE
VNN2	TRUE	FALSE
ADGRF1	TRUE	FALSE
CD72	TRUE	FALSE
KIT	TRUE	FALSE
SLC18A1	TRUE	FALSE
KANK2	TRUE	FALSE
SH3BP5	TRUE	FALSE
TMEM45B	TRUE	FALSE
CR2	TRUE	FALSE
AC012236.1	TRUE	FALSE
ST3GAL4	TRUE	FALSE
RAB3C	TRUE	FALSE
SLIT2	TRUE	FALSE
GINS2	TRUE	FALSE
BICC1	TRUE	FALSE
DLL1	TRUE	FALSE
CDKN2B	TRUE	FALSE
HEY2	TRUE	FALSE
UHRF1	TRUE	FALSE
RAB25	TRUE	FALSE
DNAJC12	TRUE	FALSE
FOXF2	TRUE	FALSE
COL16A1	TRUE	FALSE
KIF20A	TRUE	FALSE
CA12	TRUE	FALSE
PTPRM	TRUE	FALSE
YPEL2	TRUE	FALSE
NQO1	TRUE	FALSE
ANGPTL1	TRUE	FALSE
PTAFR	TRUE	FALSE
SLITRK6	TRUE	FALSE
APIP	TRUE	FALSE
MYADM	TRUE	FALSE
BMPR2	TRUE	FALSE
MYH14	TRUE	FALSE
ENTPD8	TRUE	FALSE
LRRC32	TRUE	FALSE
LDLR	TRUE	FALSE
MX1	TRUE	FALSE
KCNE3	TRUE	FALSE
ALDH1A1	TRUE	FALSE
SULT1E1	TRUE	FALSE
CNKSR3	TRUE	FALSE
KIF4A	TRUE	FALSE
PPIC	TRUE	FALSE
TNFSF9	TRUE	FALSE
GK	TRUE	FALSE
TMEM37	TRUE	FALSE
PLXND1	TRUE	FALSE
DAB2	TRUE	FALSE
EFNB2	TRUE	FALSE
MPZL2	TRUE	FALSE
MGLL	TRUE	FALSE
AC025580.1	TRUE	FALSE
NFKBID	TRUE	FALSE
ADGRL2	TRUE	FALSE
IL17B	TRUE	FALSE
IL18	TRUE	FALSE
LSAMP	TRUE	FALSE
RGS10	TRUE	FALSE
CRIP1	TRUE	FALSE
CD300LF	TRUE	FALSE
ARHGEF15	TRUE	FALSE
SI	TRUE	FALSE
S100A11	TRUE	FALSE
BHLHE40	TRUE	FALSE
CDCA8	TRUE	FALSE
TUBB2A	TRUE	FALSE
MANF	TRUE	FALSE
ALDH1B1	TRUE	FALSE
EPHB2	TRUE	FALSE
CD96	TRUE	FALSE
CPLX1	TRUE	FALSE
JAG2	TRUE	FALSE
CA9	TRUE	FALSE
SHE	TRUE	FALSE
FZD4	TRUE	FALSE
RASSF6	TRUE	FALSE
RND3	TRUE	FALSE
CLIC5	TRUE	FALSE
MXD3	TRUE	FALSE
UGT2A3	TRUE	FALSE
TMEM47	TRUE	FALSE
LIMS2	TRUE	FALSE
GSTA1	TRUE	FALSE
ABI3	TRUE	FALSE
BMP7	TRUE	FALSE
DTYMK	TRUE	FALSE
GALNT15	TRUE	FALSE
PLS3	TRUE	FALSE
TNFRSF13B	TRUE	FALSE
DUSP6	TRUE	FALSE
SYT1	TRUE	FALSE
F5	TRUE	FALSE
FAM162B	TRUE	FALSE
CAP2	TRUE	FALSE
S100A10	TRUE	FALSE
CFI	TRUE	FALSE
QPCT	TRUE	FALSE
