gene	cluster	avgExpr	logFC	statistic	auc	pval	padj	pct_in	pct_out	positive_direction	passes_primary_filter	rank
DCN	0	4.96303201548145	3.5945118614653	10195480	0.983771572723397	0	0	100	45.4558068544471	TRUE	TRUE	1
GSN	0	3.98390715990211	2.49407596915683	10062166	0.970907977929818	0	0	99.9304589707928	75.2462883307895	TRUE	TRUE	2
CFD	0	4.57375395905978	4.226407607232	10020012	0.966840498333312	0	0	96.4534075104311	14.166782294991	TRUE	TRUE	3
FBLN1	0	3.77185683023233	2.95104208911912	10010043	0.965878580031429	0	0	99.5132127955494	35.5903982239489	TRUE	TRUE	4
TNXB	0	2.72267545418689	2.54445571964147	9881133	0.953439931391073	0	0	94.6453407510431	9.60177605106147	TRUE	TRUE	5
MGP	0	4.70413208008236	3.04980225847448	9848876.5	0.950327470993372	0	0	99.7218358831711	65.200499514361	TRUE	TRUE	6
CCDC80	0	3.19115798931333	2.43639350834915	9827583.5	0.948272889149457	0	0	98.7482614742698	40.8491744137644	TRUE	TRUE	7
SFRP2	0	3.63283341235147	3.20716603504775	9674585.5	0.933509966453956	0	0	93.8803894297636	16.9141112806993	TRUE	TRUE	8
MFAP5	0	3.00743743567845	2.82418274678558	9652592.5	0.931387840943542	0	0	89.8470097357441	9.04676009435271	TRUE	TRUE	9
FBLN2	0	2.28344658938101	2.00896708786524	9615372.5	0.927796447704895	0	0	91.4464534075104	18.4404051616484	TRUE	TRUE	10
EFEMP1	0	2.33417657184518	2.05962258708025	9602407.5	0.926545442510401	0	0	91.7246175243394	18.1351463854586	TRUE	TRUE	11
LTBP4	0	2.47085594471612	1.83695787869428	9462220.5	0.913018665402764	0	0	95.5493741307371	40.6132926321632	TRUE	TRUE	12
CST3	0	3.45474250356699	1.84799552662923	9436417	0.910528861119222	0	0	97.9833101529903	74.4553905924795	TRUE	TRUE	13
SFRP1	0	2.02255132401866	1.92595143356466	9375818	0.904681605910495	0	0	84.1446453407511	5.68891355626474	TRUE	TRUE	14
ADH1B	0	2.15614253043275	1.99785313603533	9360940.5	0.903246061770034	0	0	85.7440890125174	8.03385597335923	TRUE	TRUE	15
OGN	0	1.9343848982294	1.74927904493993	9351619	0.902346621359662	0	0	86.7872044506259	11.8079644789788	TRUE	TRUE	16
C1R	0	2.96642046263232	1.77549251084404	9250579	0.892597175555445	0	0	98.4005563282337	55.4877202719578	TRUE	TRUE	17
IGFBP6	0	2.7974305145617	2.32703685842938	9230069	0.890618146127056	0	0	88.1084840055633	28.1670598029693	TRUE	TRUE	18
TIMP2	0	2.51708163732223	1.51879626519084	9209661.5	0.888649007021261	0	0	96.5229485396384	58.6929374219509	TRUE	TRUE	19
