integration_feature	anchor_feature	integrated_correction_feature
CXorf36	TRUE	TRUE
NPDC1	TRUE	TRUE
LINC01235	TRUE	TRUE
HSD11B1	TRUE	TRUE
LGALS3	TRUE	TRUE
JAML	TRUE	TRUE
LRRC26	TRUE	TRUE
PTX3	TRUE	TRUE
AVIL	TRUE	TRUE
SLC51B	TRUE	TRUE
SCG2	TRUE	TRUE
IL17RB	TRUE	TRUE
CD320	TRUE	TRUE
SVEP1	TRUE	TRUE
CADM3	TRUE	TRUE
NR4A3	TRUE	TRUE
CLDN23	TRUE	TRUE
FOXC1	TRUE	TRUE
COL13A1	TRUE	TRUE
ADH1C	TRUE	TRUE
SCN7A	TRUE	TRUE
EDNRA	TRUE	TRUE
NPC2	TRUE	TRUE
FCGR2B	TRUE	TRUE
TWIST1	TRUE	TRUE
TMEM54	TRUE	TRUE
PCNA	TRUE	TRUE
S100A6	TRUE	TRUE
BIRC3	TRUE	TRUE
IRF8	TRUE	TRUE
HAND2-AS1	TRUE	TRUE
STAB1	TRUE	TRUE
LY6H	TRUE	TRUE
MIA	TRUE	TRUE
P2RY13	TRUE	TRUE
ICAM2	TRUE	TRUE
CTSS	TRUE	TRUE
MUC5AC	TRUE	TRUE
SCT	TRUE	TRUE
LGALS2	TRUE	TRUE
PTPRB	TRUE	TRUE
LAG3	TRUE	TRUE
PAPPA	TRUE	TRUE
CSTA	TRUE	TRUE
ETHE1	TRUE	TRUE
FOLR2	TRUE	TRUE
LCN6	TRUE	TRUE
CCL13	TRUE	TRUE
CCR7	TRUE	TRUE
CD59	TRUE	TRUE
LSP1	TRUE	TRUE
INSR	TRUE	TRUE
IFI30	TRUE	TRUE
CD81	TRUE	TRUE
CYTOR	TRUE	TRUE
SERPINA9	TRUE	TRUE
PODN	TRUE	TRUE
CCR10	TRUE	TRUE
RSPO3	TRUE	TRUE
GIMAP7	TRUE	TRUE
MXD1	TRUE	TRUE
TSPAN8	TRUE	TRUE
PTP4A3	TRUE	TRUE
ZNF385D	TRUE	TRUE
CDKN1A	TRUE	TRUE
SH2D7	TRUE	TRUE
BMP2	TRUE	TRUE
IFI44L	TRUE	TRUE
BATF	TRUE	TRUE
ADAMTS2	TRUE	TRUE
BACH2	TRUE	TRUE
CD37	TRUE	TRUE
SOX7	TRUE	TRUE
CD27	TRUE	TRUE
BST2	TRUE	TRUE
GFPT2	TRUE	TRUE
SLC40A1	TRUE	TRUE
LOX	TRUE	TRUE
SERPINB5	TRUE	TRUE
ITIH5	TRUE	TRUE
ANTXR1	TRUE	TRUE
SEC11C	TRUE	TRUE
RFLNB	TRUE	TRUE
ALKAL2	TRUE	TRUE
CX3CL1	TRUE	TRUE
GRASP	TRUE	TRUE
TNFSF13B	TRUE	TRUE
C1orf54	TRUE	TRUE
TREM1	TRUE	TRUE
MRVI1	TRUE	TRUE
STEAP4	TRUE	TRUE
TGFBR3	TRUE	TRUE
CADPS	TRUE	TRUE
RSAD2	TRUE	TRUE
KCNE4	TRUE	TRUE
CD53	TRUE	TRUE
CSPG4	TRUE	TRUE
TMIGD1	TRUE	TRUE
PTPRR	TRUE	TRUE
FMO3	TRUE	TRUE
RBP5	TRUE	TRUE
IGHE	TRUE	TRUE
PTGS1	TRUE	TRUE
HIST1H1B	TRUE	TRUE
GPR84	TRUE	TRUE
CHN1	TRUE	TRUE
EFEMP2	TRUE	TRUE
ABCC9	TRUE	TRUE
CCNA2	TRUE	TRUE
IL1A	TRUE	TRUE
GCNT3	TRUE	TRUE
LINC01480	TRUE	TRUE
CERCAM	TRUE	TRUE
IL10	TRUE	TRUE
HMGN2	TRUE	FALSE
KRT7	TRUE	FALSE
BANK1	TRUE	FALSE
ARC	TRUE	FALSE
RGS3	TRUE	FALSE
CD38	TRUE	FALSE
PDZK1IP1	TRUE	FALSE
ANXA13	TRUE	FALSE
LCN15	TRUE	FALSE
IGFL2	TRUE	FALSE
WARS	TRUE	FALSE
SPI1	TRUE	FALSE
IL32	TRUE	FALSE
PLA1A	TRUE	FALSE
CRTAM	TRUE	FALSE
SLC7A2	TRUE	FALSE
CLDN4	TRUE	FALSE
CDH11	TRUE	FALSE
EMID1	TRUE	FALSE
PIGR	TRUE	FALSE
FAM92B	TRUE	FALSE
CTSH	TRUE	FALSE
PKIB	TRUE	FALSE
ROBO4	TRUE	FALSE
MSN	TRUE	FALSE
CLEC3B	TRUE	FALSE
ADAM12	TRUE	FALSE
PRAC1	TRUE	FALSE
SERPINI1	TRUE	FALSE
TNFRSF12A	TRUE	FALSE
C4BPA	TRUE	FALSE
SAMSN1	TRUE	FALSE
RPS5	TRUE	FALSE
CDA	TRUE	FALSE
TGFB1I1	TRUE	FALSE
UBD	TRUE	FALSE
NES	TRUE	FALSE
FAM198B	TRUE	FALSE
TMEM176B	TRUE	FALSE
ZFP36	TRUE	FALSE
PAMR1	TRUE	FALSE
NEXN	TRUE	FALSE
MME	TRUE	FALSE
ISL1	TRUE	FALSE
SLC38A11	TRUE	FALSE
TUBB2B	TRUE	FALSE
C11orf86	TRUE	FALSE
MUC12	TRUE	FALSE
HHEX	TRUE	FALSE
GAL	TRUE	FALSE
SELENBP1	TRUE	FALSE
EGLN3	TRUE	FALSE
LAMC1	TRUE	FALSE
AKR1B10	TRUE	FALSE
CCNYL1	TRUE	FALSE
TM4SF20	TRUE	FALSE
ENHO	TRUE	FALSE
MAP3K20	TRUE	FALSE
RAMP1	TRUE	FALSE
HSPA1B	TRUE	FALSE
PHACTR1	TRUE	FALSE
SLC6A14	TRUE	FALSE
RNASE6	TRUE	FALSE
CEMIP	TRUE	FALSE
GGT5	TRUE	FALSE
HIST1H1C	TRUE	FALSE
BTG2	TRUE	FALSE
ANGPTL4	TRUE	FALSE
PAM	TRUE	FALSE
HSPB1	TRUE	FALSE
TIE1	TRUE	FALSE
CDCA7	TRUE	FALSE
SMIM25	TRUE	FALSE
LINC01871	TRUE	FALSE
PLOD2	TRUE	FALSE
LPL	TRUE	FALSE
VEGFC	TRUE	FALSE
CITED2	TRUE	FALSE
PLD4	TRUE	FALSE
AVPR1A	TRUE	FALSE
C1orf162	TRUE	FALSE
EGR3	TRUE	FALSE
NCOA7	TRUE	FALSE
ERRFI1	TRUE	FALSE
KCNK12	TRUE	FALSE
OMD	TRUE	FALSE
AL365226.2	TRUE	FALSE
FOXC2	TRUE	FALSE
NCCRP1	TRUE	FALSE
HBEGF	TRUE	FALSE
DLGAP5	TRUE	FALSE
ICOS	TRUE	FALSE
SLC20A1	TRUE	FALSE
CLDN2	TRUE	FALSE
ABCC8	TRUE	FALSE
FAP	TRUE	FALSE
PLK1	TRUE	FALSE
GEM	TRUE	FALSE
EGR2	TRUE	FALSE
CYBRD1	TRUE	FALSE
SLC6A8	TRUE	FALSE
CD3E	TRUE	FALSE
AQP9	TRUE	FALSE
FGF2	TRUE	FALSE
ENTPD1	TRUE	FALSE
TSPAN4	TRUE	FALSE
EVL	TRUE	FALSE
NDRG1	TRUE	FALSE
SLC30A10	TRUE	FALSE
CLIC3	TRUE	FALSE
ADAP2	TRUE	FALSE
LMO7	TRUE	FALSE
HLA-DMB	TRUE	FALSE
LRRN4CL	TRUE	FALSE
HRCT1	TRUE	FALSE
LY6E	TRUE	FALSE
FILIP1	TRUE	FALSE
RARRES1	TRUE	FALSE
LIMD2	TRUE	FALSE
BCAM	TRUE	FALSE
HIST1H2BJ	TRUE	FALSE
FXYD5	TRUE	FALSE
AKR1C1	TRUE	FALSE
CENPM	TRUE	FALSE
RGMB	TRUE	FALSE
CRIM1	TRUE	FALSE
CEBPB	TRUE	FALSE
GNAI2	TRUE	FALSE
HCST	TRUE	FALSE
AC009041.2	TRUE	FALSE
KLRF1	TRUE	FALSE
BCAS4	TRUE	FALSE
GAS7	TRUE	FALSE
PDLIM4	TRUE	FALSE
CLDN11	TRUE	FALSE
TIGIT	TRUE	FALSE
CHI3L2	TRUE	FALSE
CLEC12A	TRUE	FALSE
EDNRB	TRUE	FALSE
SYNPO	TRUE	FALSE
PLCXD3	TRUE	FALSE
RASIP1	TRUE	FALSE
NRGN	TRUE	FALSE
KLK12	TRUE	FALSE
SNAI2	TRUE	FALSE
CD86	TRUE	FALSE
LINC01943	TRUE	FALSE
TMEM88	TRUE	FALSE
DYSF	TRUE	FALSE
PRDM1	TRUE	FALSE
CRABP2	TRUE	FALSE
ANK2	TRUE	FALSE
FGFBP1	TRUE	FALSE
PDK4	TRUE	FALSE
AL133325.3	TRUE	FALSE
LRRC25	TRUE	FALSE
ALPL	TRUE	FALSE
RPS6	TRUE	FALSE
NR2F2	TRUE	FALSE
TLL1	TRUE	FALSE
PRPH	TRUE	FALSE
IFIT1	TRUE	FALSE
S1PR3	TRUE	FALSE
CLEC2B	TRUE	FALSE
ARX	TRUE	FALSE
C10orf99	TRUE	FALSE
AOX1	TRUE	FALSE
RCN3	TRUE	FALSE
ECM1	TRUE	FALSE
FFAR4	TRUE	FALSE
PRDX4	TRUE	FALSE
PREX2	TRUE	FALSE
GUCY1A2	TRUE	FALSE
ADAMTS8	TRUE	FALSE
LHFPL6	TRUE	FALSE
DSTN	TRUE	FALSE
PMCH	TRUE	FALSE
FABP2	TRUE	FALSE
PTMS	TRUE	FALSE
CDH6	TRUE	FALSE
PLCB1	TRUE	FALSE
HRASLS2	TRUE	FALSE
MCEMP1	TRUE	FALSE
BEX1	TRUE	FALSE
AQP3	TRUE	FALSE
MEDAG	TRUE	FALSE
MFAP2	TRUE	FALSE
BMP4	TRUE	FALSE
RASA4	TRUE	FALSE
RNASE2	TRUE	FALSE
F13A1	TRUE	FALSE
CCDC88A	TRUE	FALSE
AKR1C3	TRUE	FALSE
PRDX5	TRUE	FALSE
GMFG	TRUE	FALSE
NUPR1	TRUE	FALSE
MMP19	TRUE	FALSE
LILRB5	TRUE	FALSE
NPW	TRUE	FALSE
HGF	TRUE	FALSE
ODC1	TRUE	FALSE
FIBIN	TRUE	FALSE
ETS1	TRUE	FALSE
CD24	TRUE	FALSE
TMPRSS2	TRUE	FALSE
MISP	TRUE	FALSE
JUNB	TRUE	FALSE
NID1	TRUE	FALSE
NR2F1	TRUE	FALSE
EPCAM	TRUE	FALSE
DPYSL3	TRUE	FALSE
AL031777.3	TRUE	FALSE
GBP4	TRUE	FALSE
PRSS3	TRUE	FALSE
OTOP3	TRUE	FALSE
DEPDC1	TRUE	FALSE
LGR5	TRUE	FALSE
PMEPA1	TRUE	FALSE
HSD17B2	TRUE	FALSE
HMGCS1	TRUE	FALSE
ADAMTS16	TRUE	FALSE
LIMCH1	TRUE	FALSE
TPM1	TRUE	FALSE
ADAMTS18	TRUE	FALSE
WNT2	TRUE	FALSE
FOLH1	TRUE	FALSE
NEK2	TRUE	FALSE
GATA2	TRUE	FALSE
FCRLA	TRUE	FALSE
SEPT4	TRUE	FALSE
LCK	TRUE	FALSE
NEURL1	TRUE	FALSE
TPSG1	TRUE	FALSE
LILRA5	TRUE	FALSE
PITX1	TRUE	FALSE
UCP2	TRUE	FALSE
PCDH7	TRUE	FALSE
CLDN3	TRUE	FALSE
NTN4	TRUE	FALSE
RDX	TRUE	FALSE
RTN1	TRUE	FALSE
BATF3	TRUE	FALSE
KRT86	TRUE	FALSE
SLC15A1	TRUE	FALSE
SRI	TRUE	FALSE
EAF2	TRUE	FALSE
MSRB3	TRUE	FALSE
FENDRR	TRUE	FALSE
SSTR2	TRUE	FALSE
RFX6	TRUE	FALSE
C5AR2	TRUE	FALSE
TMEM255B	TRUE	FALSE
COL2A1	TRUE	FALSE
COX7A1	TRUE	FALSE
CKS1B	TRUE	FALSE
NMU	TRUE	FALSE
POU2F2	TRUE	FALSE
MEOX1	TRUE	FALSE
LILRB4	TRUE	FALSE
TSPAN2	TRUE	FALSE
ALDH1A3	TRUE	FALSE
GPC6	TRUE	FALSE
SCD	TRUE	FALSE
EHD2	TRUE	FALSE
HMGA1	TRUE	FALSE
ITGAX	TRUE	FALSE
CD200	TRUE	FALSE
SGIP1	TRUE	FALSE
RBP1	TRUE	FALSE
IL1R2	TRUE	FALSE
KYNU	TRUE	FALSE
COL27A1	TRUE	FALSE
FNDC1	TRUE	FALSE
EGFLAM	TRUE	FALSE
RBPMS2	TRUE	FALSE
MUC17	TRUE	FALSE
KRT81	TRUE	FALSE
FCRL4	TRUE	FALSE
DPEP1	TRUE	FALSE
FAM3D	TRUE	FALSE
CSF2RA	TRUE	FALSE
TNFSF11	TRUE	FALSE
MYBL1	TRUE	FALSE
HIGD1B	TRUE	FALSE
CDCA3	TRUE	FALSE
CLEC9A	TRUE	FALSE
C6orf222	TRUE	FALSE
KNL1	TRUE	FALSE
PMAIP1	TRUE	FALSE
RPL22L1	TRUE	FALSE
MAD2L1	TRUE	FALSE
NEAT1	TRUE	FALSE
CENPA	TRUE	FALSE
PPP1R15A	TRUE	FALSE
TMEM119	TRUE	FALSE
KCNJ8	TRUE	FALSE
LILRB2	TRUE	FALSE
FAM43A	TRUE	FALSE
RAB3B	TRUE	FALSE
GADD45G	TRUE	FALSE
JCAD	TRUE	FALSE
SAMD11	TRUE	FALSE
FCER2	TRUE	FALSE
CDHR5	TRUE	FALSE
HSPH1	TRUE	FALSE
CAPG	TRUE	FALSE
FJX1	TRUE	FALSE
FST	TRUE	FALSE
SORBS2	TRUE	FALSE
ASS1	TRUE	FALSE
PGAM2	TRUE	FALSE
ATP1B1	TRUE	FALSE
CREB5	TRUE	FALSE
TBX2-AS1	TRUE	FALSE
DUT	TRUE	FALSE
AP000692.2	TRUE	FALSE
CCL15	TRUE	FALSE
ICAM4	TRUE	FALSE
TNIP3	TRUE	FALSE
HIGD1A	TRUE	FALSE
MYC	TRUE	FALSE
TRPA1	TRUE	FALSE
SHANK3	TRUE	FALSE
PLS1	TRUE	FALSE
LAIR1	TRUE	FALSE
DUSP4	TRUE	FALSE
CTNNAL1	TRUE	FALSE
LY86	TRUE	FALSE
S100A3	TRUE	FALSE
HAS2	TRUE	FALSE
TBX1	TRUE	FALSE
OLFM1	TRUE	FALSE
EBF1	TRUE	FALSE
ALOX5	TRUE	FALSE
HIST1H2BH	TRUE	FALSE
CAMK2N1	TRUE	FALSE
ERG	TRUE	FALSE
CXCR6	TRUE	FALSE
CEBPD	TRUE	FALSE
HMCN2	TRUE	FALSE
UCHL1	TRUE	FALSE
TMTC1	TRUE	FALSE
LDB3	TRUE	FALSE
ADCY4	TRUE	FALSE
LINC01781	TRUE	FALSE
LINC01133	TRUE	FALSE
CNN3	TRUE	FALSE
KIR2DL4	TRUE	FALSE
SLC7A11	TRUE	FALSE
AC023157.3	TRUE	FALSE
TSHZ2	TRUE	FALSE
CDT1	TRUE	FALSE
FHL5	TRUE	FALSE
SMIM5	TRUE	FALSE
MRGPRF	TRUE	FALSE
CSF2RB	TRUE	FALSE
RARRES3	TRUE	FALSE
CLEC4A	TRUE	FALSE
LTBP1	TRUE	FALSE
DACT3	TRUE	FALSE
GNG13	TRUE	FALSE
MGST1	TRUE	FALSE
GPR20	TRUE	FALSE
NCF1	TRUE	FALSE
CITED4	TRUE	FALSE
SPDEF	TRUE	FALSE
MEP1A	TRUE	FALSE
TST	TRUE	FALSE
AL359220.1	TRUE	FALSE
INSIG1	TRUE	FALSE
CLEC11A	TRUE	FALSE
HELLS	TRUE	FALSE
TTN	TRUE	FALSE
MUC5B	TRUE	FALSE
KCNMA1	TRUE	FALSE
GPR34	TRUE	FALSE
SLC29A4	TRUE	FALSE
CLMP	TRUE	FALSE
TMEM238	TRUE	FALSE
TNFRSF13C	TRUE	FALSE
CADM3-AS1	TRUE	FALSE
GUCY1B1	TRUE	FALSE
CSF3R	TRUE	FALSE
DCLK1	TRUE	FALSE
PDGFA	TRUE	FALSE
SAMD9	TRUE	FALSE
AL603756.1	TRUE	FALSE
TSPAN11	TRUE	FALSE
ARL4C	TRUE	FALSE
SLAMF8	TRUE	FALSE
HES5	TRUE	FALSE
IFI16	TRUE	FALSE
TMEM233	TRUE	FALSE
SELL	TRUE	FALSE
TNS1	TRUE	FALSE
PLIN2	TRUE	FALSE
S100A16	TRUE	FALSE
RAB26	TRUE	FALSE
MAF	TRUE	FALSE
AGR3	TRUE	FALSE
C3AR1	TRUE	FALSE
AGPAT2	TRUE	FALSE
PSAP	TRUE	FALSE
AKR1B1	TRUE	FALSE
MEF2C	TRUE	FALSE
VASN	TRUE	FALSE
CNKSR3	TRUE	FALSE
IGKV2D-30	TRUE	FALSE
GIMAP1	TRUE	FALSE
RASSF4	TRUE	FALSE
LINC01013	TRUE	FALSE
SMIM22	TRUE	FALSE
TMIGD2	TRUE	FALSE
LAMB3	TRUE	FALSE
SH3BP5	TRUE	FALSE
MYADM	TRUE	FALSE
CENPW	TRUE	FALSE
KIF20B	TRUE	FALSE
MEOX2	TRUE	FALSE
TMEM204	TRUE	FALSE
CTSC	TRUE	FALSE
KIF14	TRUE	FALSE
LINGO1	TRUE	FALSE
MS4A8	TRUE	FALSE
RGS4	TRUE	FALSE
ITM2B	TRUE	FALSE
JUN	TRUE	FALSE
TNFSF10	TRUE	FALSE
DISP2	TRUE	FALSE
NUF2	TRUE	FALSE
KLK11	TRUE	FALSE
NKX2-3	TRUE	FALSE
MARCH1	TRUE	FALSE
MUC1	TRUE	FALSE
H2AFX	TRUE	FALSE
SLC51A	TRUE	FALSE
CEP55	TRUE	FALSE
P2RY14	TRUE	FALSE
VGLL3	TRUE	FALSE
NTM	TRUE	FALSE
APCDD1	TRUE	FALSE
CLIC4	TRUE	FALSE
ASF1B	TRUE	FALSE
DLL4	TRUE	FALSE
FHL2	TRUE	FALSE
NAMPT	TRUE	FALSE
CX3CR1	TRUE	FALSE
PLD3	TRUE	FALSE
IL6ST	TRUE	FALSE
ITGA11	TRUE	FALSE
LZTS1	TRUE	FALSE
POU3F1	TRUE	FALSE
FEN1	TRUE	FALSE
TACC3	TRUE	FALSE
TP53INP1	TRUE	FALSE
CYP26B1	TRUE	FALSE
CD209	TRUE	FALSE
GNG4	TRUE	FALSE
MIR222HG	TRUE	FALSE
ITM2C	TRUE	FALSE
F2R	TRUE	FALSE
MIR4435-2HG	TRUE	FALSE
RPS18	TRUE	FALSE
CD40LG	TRUE	FALSE
FAM13C	TRUE	FALSE
SSPN	TRUE	FALSE
COLEC12	TRUE	FALSE
TEK	TRUE	FALSE
TMEM176A	TRUE	FALSE
IFITM2	TRUE	FALSE
KIF19	TRUE	FALSE
HIST1H2BN	TRUE	FALSE
ZWINT	TRUE	FALSE
PPP1R14D	TRUE	FALSE
MEIS1	TRUE	FALSE
LINC02362	TRUE	FALSE
FAM3B	TRUE	FALSE
CCDC85B	TRUE	FALSE
CD40	TRUE	FALSE
PHGDH	TRUE	FALSE
CD19	TRUE	FALSE
P2RX5	TRUE	FALSE
DMKN	TRUE	FALSE
DTX1	TRUE	FALSE
AOC3	TRUE	FALSE
PIK3R3	TRUE	FALSE
MARCKSL1	TRUE	FALSE
SNAI1	TRUE	FALSE
PTHLH	TRUE	FALSE
GPX8	TRUE	FALSE
FOXP3	TRUE	FALSE
BMP7	TRUE	FALSE
LHX6	TRUE	FALSE
HTR3E	TRUE	FALSE
B3GNT6	TRUE	FALSE
CD72	TRUE	FALSE
SCIN	TRUE	FALSE
FOXF1	TRUE	FALSE
SLAMF7	TRUE	FALSE
ARL14	TRUE	FALSE
SLC7A7	TRUE	FALSE
SPC25	TRUE	FALSE
ANXA5	TRUE	FALSE
AOC1	TRUE	FALSE
TUBA1C	TRUE	FALSE
ANXA2	TRUE	FALSE
RFTN1	TRUE	FALSE
INHBB	TRUE	FALSE
GPA33	TRUE	FALSE
S100A11	TRUE	FALSE
TNFSF9	TRUE	FALSE
FGR	TRUE	FALSE
ATP1A2	TRUE	FALSE
TMEM141	TRUE	FALSE
RUNX3	TRUE	FALSE
DDR2	TRUE	FALSE
PPIC	TRUE	FALSE
GLUL	TRUE	FALSE
PCAT19	TRUE	FALSE
STMN2	TRUE	FALSE
NFASC	TRUE	FALSE
HSPA2	TRUE	FALSE
ZNF683	TRUE	FALSE
RIMBP2	TRUE	FALSE
TUBB4B	TRUE	FALSE
ADGRF1	TRUE	FALSE
CCR1	TRUE	FALSE
LAIR2	TRUE	FALSE
NCAPG	TRUE	FALSE
OASL	TRUE	FALSE
FERMT2	TRUE	FALSE
MIR503HG	TRUE	FALSE
COL17A1	TRUE	FALSE
SPNS2	TRUE	FALSE
ITGA7	TRUE	FALSE
HSPA5	TRUE	FALSE
LIMS2	TRUE	FALSE
KCNA5	TRUE	FALSE
GJC1	TRUE	FALSE
ZNF80	TRUE	FALSE
CSDC2	TRUE	FALSE
SPOCK2	TRUE	FALSE
KIAA1324	TRUE	FALSE
B4GALNT4	TRUE	FALSE
HSP90B1	TRUE	FALSE
HMGCS2	TRUE	FALSE
LIF	TRUE	FALSE
GADD45A	TRUE	FALSE
ARL6IP1	TRUE	FALSE
FABP3	TRUE	FALSE
MKL2	TRUE	FALSE
RGS10	TRUE	FALSE
VSIG2	TRUE	FALSE
DNAJB9	TRUE	FALSE
RANBP1	TRUE	FALSE
SAA2	TRUE	FALSE
KLF4	TRUE	FALSE
MYOCD	TRUE	FALSE
LINC01857	TRUE	FALSE
MCM3	TRUE	FALSE
DEFB1	TRUE	FALSE
HEYL	TRUE	FALSE
PBK	TRUE	FALSE
CHRDL1	TRUE	FALSE
SCPEP1	TRUE	FALSE
PALLD	TRUE	FALSE
NOS3	TRUE	FALSE
LINC00668	TRUE	FALSE
PILRA	TRUE	FALSE
PLK2	TRUE	FALSE
OLFML2A	TRUE	FALSE
RBMS1	TRUE	FALSE
SERPINB9	TRUE	FALSE
C12orf75	TRUE	FALSE
GLRX	TRUE	FALSE
SMPDL3A	TRUE	FALSE
ELK3	TRUE	FALSE
EFNA1	TRUE	FALSE
LAMP5	TRUE	FALSE
S100A10	TRUE	FALSE
LILRB3	TRUE	FALSE
MTHFD2	TRUE	FALSE
KCNMB1	TRUE	FALSE
ADM5	TRUE	FALSE
COX5A	TRUE	FALSE
ITGA1	TRUE	FALSE
VNN1	TRUE	FALSE
SPAG4	TRUE	FALSE
AP1S2	TRUE	FALSE
VNN2	TRUE	FALSE
RBP4	TRUE	FALSE
ZNF521	TRUE	FALSE
ORC6	TRUE	FALSE
ANLN	TRUE	FALSE
GPIHBP1	TRUE	FALSE
RHOJ	TRUE	FALSE
ABCG2	TRUE	FALSE
SDC4	TRUE	FALSE
SGCA	TRUE	FALSE
WISP1	TRUE	FALSE
MATN2	TRUE	FALSE
LINC02446	TRUE	FALSE
CDHR2	TRUE	FALSE
LINC01559	TRUE	FALSE
TRPM6	TRUE	FALSE
TENT5C	TRUE	FALSE
RASSF6	TRUE	FALSE
TWIST2	TRUE	FALSE
CR2	TRUE	FALSE
AC004817.3	TRUE	FALSE
PPP1R1B	TRUE	FALSE
NFKBID	TRUE	FALSE
BICC1	TRUE	FALSE
EPHB3	TRUE	FALSE
ADGRL2	TRUE	FALSE
SLC17A4	TRUE	FALSE
NFIB	TRUE	FALSE
HCLS1	TRUE	FALSE
NEGR1	TRUE	FALSE
ADRA2A	TRUE	FALSE
RUNX1T1	TRUE	FALSE
BHLHE40	TRUE	FALSE
EDIL3	TRUE	FALSE
GYPC	TRUE	FALSE
PTPRM	TRUE	FALSE
SGO2	TRUE	FALSE
HSD11B2	TRUE	FALSE
SAMHD1	TRUE	FALSE
MANF	TRUE	FALSE
CPXM1	TRUE	FALSE
COL16A1	TRUE	FALSE
ANKRD37	TRUE	FALSE
EVI2B	TRUE	FALSE
IFITM1	TRUE	FALSE
HOXD8	TRUE	FALSE
IKZF3	TRUE	FALSE
PDCD1	TRUE	FALSE
PRR16	TRUE	FALSE
CADM1	TRUE	FALSE
RBPMS	TRUE	FALSE
FAM155A	TRUE	FALSE
TROAP	TRUE	FALSE
ABI3	TRUE	FALSE
HSPA8	TRUE	FALSE
COPZ2	TRUE	FALSE
RASL12	TRUE	FALSE
HK2	TRUE	FALSE
RNF186	TRUE	FALSE
BMPR2	TRUE	FALSE
LAMA5	TRUE	FALSE
PCDH9	TRUE	FALSE
PTGIR	TRUE	FALSE
FXYD6	TRUE	FALSE
ECM2	TRUE	FALSE
GBP5	TRUE	FALSE
ADA2	TRUE	FALSE
LINC01082	TRUE	FALSE
ARHGAP11A	TRUE	FALSE
SPINK2	TRUE	FALSE
LDHB	TRUE	FALSE
MCTP1	TRUE	FALSE
ANGPTL1	TRUE	FALSE
KIF23	TRUE	FALSE
C2orf88	TRUE	FALSE
CASC15	TRUE	FALSE
PTPN7	TRUE	FALSE
TACSTD2	TRUE	FALSE
LY96	TRUE	FALSE
LSAMP	TRUE	FALSE
RHOC	TRUE	FALSE
FOXF2	TRUE	FALSE
MYO15B	TRUE	FALSE
IL2RB	TRUE	FALSE
LCP2	TRUE	FALSE
ARHGEF15	TRUE	FALSE
SERINC2	TRUE	FALSE
FAM69B	TRUE	FALSE
SULT1B1	TRUE	FALSE
CFI	TRUE	FALSE
PLXND1	TRUE	FALSE
MCM7	TRUE	FALSE
IL17B	TRUE	FALSE
SLIT2	TRUE	FALSE
DOC2B	TRUE	FALSE
AFAP1L1	TRUE	FALSE
BRCA1	TRUE	FALSE
CD96	TRUE	FALSE
PCDH12	TRUE	FALSE
EPHA2	TRUE	FALSE
RERG	TRUE	FALSE
F5	TRUE	FALSE
YPEL2	TRUE	FALSE
KIT	TRUE	FALSE
FAIM2	TRUE	FALSE
FERMT1	TRUE	FALSE
RAB3C	TRUE	FALSE
SLA	TRUE	FALSE
CLDN10	TRUE	FALSE
GSTP1	TRUE	FALSE
CRIP1	TRUE	FALSE
ALDH1A1	TRUE	FALSE
FAM129A	TRUE	FALSE
TSC22D1	TRUE	FALSE
C19orf33	TRUE	FALSE
NQO1	TRUE	FALSE
BUB1	TRUE	FALSE
FSIP2	TRUE	FALSE
SLFN5	TRUE	FALSE
KANK2	TRUE	FALSE
GCHFR	TRUE	FALSE
LXN	TRUE	FALSE
NPTX2	TRUE	FALSE
IL18	TRUE	FALSE
TMEM47	TRUE	FALSE
RAB34	TRUE	FALSE
BIK	TRUE	FALSE
HAVCR2	TRUE	FALSE
SBSPON	TRUE	FALSE
TNFRSF13B	TRUE	FALSE
KCNAB1	TRUE	FALSE
TUBB2A	TRUE	FALSE
KCNQ1OT1	TRUE	FALSE
SWAP70	TRUE	FALSE
LTBP2	TRUE	FALSE
SULT1E1	TRUE	FALSE
KANK3	TRUE	FALSE
QSOX1	TRUE	FALSE
GALNT15	TRUE	FALSE
MX1	TRUE	FALSE
RND3	TRUE	FALSE
FAM241A	TRUE	FALSE
CDC42EP3	TRUE	FALSE
PLS3	TRUE	FALSE
CLDN7	TRUE	FALSE
SLC28A2	TRUE	FALSE
TXN	TRUE	FALSE
SUCNR1	TRUE	FALSE
CD4	TRUE	FALSE
AURKA	TRUE	FALSE
LRRC32	TRUE	FALSE
HJURP	TRUE	FALSE
FZD4	TRUE	FALSE
CD109	TRUE	FALSE
ADGRE2	TRUE	FALSE
FAM162B	TRUE	FALSE
UHRF1	TRUE	FALSE
QPCT	TRUE	FALSE
CD9	TRUE	FALSE
CMBL	TRUE	FALSE
PLEKHO1	TRUE	FALSE
DLL1	TRUE	FALSE
SOX9	TRUE	FALSE
MEG8	TRUE	FALSE
B3GNT7	TRUE	FALSE
CASQ2	TRUE	FALSE
HSP90AA1	TRUE	FALSE
ABCB1	TRUE	FALSE
ANKRD29	TRUE	FALSE
PIM1	TRUE	FALSE
SIGLEC1	TRUE	FALSE
PTAFR	TRUE	FALSE
BEX3	TRUE	FALSE
NTRK3	TRUE	FALSE
CPLX1	TRUE	FALSE
GINS2	TRUE	FALSE
TNFRSF1B	TRUE	FALSE
CCND1	TRUE	FALSE
APOBEC3G	TRUE	FALSE
CAP2	TRUE	FALSE
